%           Time              IMU_X_ACC              IMU_Y_ACC              IMU_Z_ACC            IMU_YAW_VEL          IMU_PITCH_VEL           IMU_ROLL_VEL              IMU_X_VEL              IMU_Y_VEL              IMU_Z_VEL                IMU_YAW              IMU_PITCH               IMU_ROLL                  IMU_X                  IMU_Y                  IMU_Z 
1261228749.9229      0.0973022878170013      0.3056962788105011      9.5274143218994141     -0.0744550824165344     -0.0025391750968993      0.0087044769898057      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5474485482929354     -0.0057636095901089      0.0225628375485585      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228749.9329      0.1833690255880356      0.1410286873579025      9.7008819580078125     -0.0781855583190918     -0.0004249352205079      0.0035969964228570      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5474999140124602     -0.0057797695683798      0.0225838453122511      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228749.9429     -0.0698370262980461      0.1328115016222000      9.7760200500488281     -0.0707219466567039      0.0112723167985678      0.0051506785675883      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5482598470295144     -0.0054719851283669      0.0228331754469314      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228749.9529      0.0123855983838439      0.2697768211364746      9.8179225921630859     -0.0596088990569115      0.0203504655510187      0.0207530409097672      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5480807827357201     -0.0052843992392330      0.0230243945743883      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228749.9629      0.2695122659206390      0.1856237798929214      9.8385553359985352     -0.0591407008469105      0.0091004287824035      0.0086456257849932      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5487251345614648     -0.0050288418849101      0.0232899429439882      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228749.9729      0.0288898795843124      0.1583760976791382      9.7579612731933594     -0.0574557557702065     -0.0075227986089885      0.0030626226216555      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5485382805214821     -0.0051201737461376      0.0233039931993330      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228749.9829      0.1666307002305984      0.2059073746204376      9.6925725936889648     -0.0718738362193108      0.0150322020053864      0.0021243137307465      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5493079340765150     -0.0048853391140469      0.0234153216552767      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228749.9929      0.3518923819065094      0.2746215760707855      9.9501399993896484     -0.0626579746603966      0.0217589102685452      0.0055817137472332      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5491793033958642     -0.0046826273021593      0.0234546012007608      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228750.0029      0.0797783955931664      0.2402639240026474      9.9366512298583984     -0.0542902797460556      0.0015022153966129      0.0132842669263482      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5497762176646919     -0.0046094741161148      0.0236658356482853      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228750.0129      0.0028539339546114      0.3362268507480621      9.7225112915039062     -0.0675924122333527      0.0168806370347738      0.0080403964966536      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5496859697932518     -0.0044541821760901      0.0237297619174202      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228750.0229      0.1129384487867355      0.3767485916614532      9.7623586654663086     -0.0567191243171692     -0.0033479293342680      0.0029859344940633      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5503086834351395     -0.0043839038516364      0.0239110316414921      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228750.0329      0.0608414113521576      0.2548193335533142      9.8256368637084961     -0.0611659996211529     -0.0108197722584009      0.0063206008635461      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5501787211739437     -0.0045069028828493      0.0239574497070544      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228750.0429      0.2544956207275391      0.2670102715492249      9.7755622863769531     -0.0617505162954330      0.0030567427165806      0.0197691079229116      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5508501373742664     -0.0043892873901681      0.0243023894054631      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228750.0529      0.2528728246688843      0.3598245978355408      9.8322429656982422     -0.0548923537135124     -0.0020554533693939      0.0062285708263516      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5506467717355251     -0.0044259308222920      0.0243475799202103      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228750.0629     -0.1269629299640656      0.4613188207149506      9.9015092849731445     -0.0482496395707130      0.0148774450644851     -0.0041848956607282      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5511800364542998     -0.0042325600999427      0.0244044176035375      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261228750.0729     -0.0469554476439953      0.4701941907405853      9.8582010269165039     -0.0501125641167164      0.0185068361461163      0.0049982615746558      0.0000000000000000      0.0000000000000000      0.0000000000000000     -0.5509204115375308     -0.0040647502624973      0.0244369331359717      0.0000000000000000      0.0000000000000000      0.0000000000000000 
